,country,year,age,sex,Average_suicides_per_capita
18680,Paraguay,1997-01-01,55-74 years,female,1.62
18344,Panama,1997-01-01,55-74 years,female,1.62
10152,Greece,1995-01-01,75+ years,female,1.62
10898,Guatemala,2002-01-01,25-34 years,female,1.62
20112,Qatar,2007-01-01,15-24 years,female,1.62
18538,Panama,2013-01-01,75+ years,female,1.62
18636,Paraguay,1994-01-01,15-24 years,female,1.62
2844,Bahrain,2011-01-01,35-54 years,female,1.62
2332,Azerbaijan,2003-01-01,55-74 years,female,1.61
20090,Qatar,2005-01-01,25-34 years,female,1.61
25706,Turkey,2014-01-01,75+ years,female,1.61
6351,Costa Rica,2013-01-01,5-14 years,male,1.61
18280,Panama,1986-01-01,35-54 years,female,1.61
7904,Ecuador,2002-01-01,5-14 years,female,1.61
12718,Israel,2010-01-01,25-34 years,female,1.61
3567,Belgium,1995-01-01,5-14 years,male,1.61
12908,Italy,1995-01-01,15-24 years,female,1.61
3555,Belgium,1994-01-01,5-14 years,male,1.61
23054,Slovenia,1996-01-01,5-14 years,female,1.6
5686,Colombia,1989-01-01,25-34 years,female,1.6
1012,Armenia,1994-01-01,35-54 years,female,1.6
12560,Israel,1997-01-01,15-24 years,female,1.6
14907,Latvia,2004-01-01,5-14 years,male,1.6
19954,Puerto Rico,2007-01-01,75+ years,female,1.6
5844,Colombia,2002-01-01,35-54 years,female,1.6
20164,Qatar,2011-01-01,35-54 years,female,1.6
9586,Georgia,2004-01-01,55-74 years,female,1.6
12836,Italy,1989-01-01,15-24 years,female,1.6
4880,Bulgaria,2013-01-01,15-24 years,female,1.6
5892,Colombia,2006-01-01,35-54 years,female,1.6
5418,Chile,1997-01-01,75+ years,female,1.6
12860,Italy,1991-01-01,15-24 years,female,1.6
1155,Armenia,2008-01-01,25-34 years,male,1.6
19788,Puerto Rico,1994-01-01,15-24 years,female,1.6
6276,Costa Rica,2007-01-01,35-54 years,female,1.6
6935,Cyprus,2000-01-01,35-54 years,male,1.6
23455,South Africa,2009-01-01,75+ years,male,1.6
19764,Puerto Rico,1992-01-01,15-24 years,female,1.59
26339,Ukraine,2009-01-01,5-14 years,male,1.59
12634,Israel,2003-01-01,25-34 years,female,1.59
2832,Bahrain,2010-01-01,35-54 years,female,1.59
10162,Greece,1996-01-01,55-74 years,female,1.59
10764,Guatemala,1991-01-01,15-24 years,female,1.59
5976,Colombia,2013-01-01,35-54 years,female,1.59
23489,South Africa,2012-01-01,55-74 years,male,1.59
79,Albania,1995-01-01,5-14 years,male,1.59
19632,Portugal,2011-01-01,15-24 years,female,1.59
25904,Turkmenistan,2002-01-01,35-54 years,female,1.59
2756,Bahrain,2004-01-01,15-24 years,female,1.59
13136,Italy,2014-01-01,15-24 years,female,1.59
25967,Turkmenistan,2007-01-01,5-14 years,male,1.59
12318,Ireland,2006-01-01,75+ years,female,1.59
18676,Paraguay,1997-01-01,35-54 years,female,1.59
23473,South Africa,2011-01-01,35-54 years,male,1.59
16784,Mexico,2003-01-01,35-54 years,female,1.59
4659,Bulgaria,1994-01-01,5-14 years,male,1.59
23461,South Africa,2010-01-01,35-54 years,male,1.59
3267,Belarus,1996-01-01,5-14 years,male,1.58
18692,Paraguay,1998-01-01,55-74 years,female,1.58
5880,Colombia,2005-01-01,35-54 years,female,1.58
19966,Puerto Rico,2008-01-01,75+ years,female,1.58
5868,Colombia,2004-01-01,35-54 years,female,1.58
9534,Georgia,1998-01-01,35-54 years,female,1.58
16370,Mauritius,2000-01-01,55-74 years,female,1.58
19740,Puerto Rico,1990-01-01,15-24 years,female,1.58
18948,Philippines,2000-01-01,15-24 years,female,1.58
10060,Greece,1988-01-01,25-34 years,female,1.57
7977,Ecuador,2008-01-01,5-14 years,male,1.57
23485,South Africa,2012-01-01,35-54 years,male,1.57
9546,Georgia,1999-01-01,35-54 years,female,1.57
10174,Greece,1997-01-01,55-74 years,female,1.57
8026,Ecuador,2012-01-01,55-74 years,female,1.57
16682,Mexico,1994-01-01,75+ years,female,1.57
14404,Kuwait,2008-01-01,55-74 years,female,1.57
19795,Puerto Rico,1994-01-01,5-14 years,male,1.57
6927,Cyprus,1999-01-01,55-74 years,male,1.57
26111,Ukraine,1990-01-01,5-14 years,male,1.57
6387,Croatia,1996-01-01,5-14 years,male,1.57
7151,Czech Republic,1994-01-01,5-14 years,male,1.57
10320,Greece,2009-01-01,75+ years,female,1.57
23780,Spain,2006-01-01,15-24 years,female,1.56
2,Albania,1987-01-01,25-34 years,female,1.56
26464,United Arab Emirates,2010-01-01,15-24 years,female,1.56
22880,Slovakia,2001-01-01,15-24 years,female,1.56
18386,Panama,2001-01-01,25-34 years,female,1.56
10242,Greece,2003-01-01,35-54 years,female,1.56
7964,Ecuador,2007-01-01,5-14 years,female,1.56
2785,Bahrain,2006-01-01,35-54 years,male,1.56
6100,Costa Rica,1992-01-01,55-74 years,female,1.56
7822,Ecuador,1995-01-01,55-74 years,female,1.56
14244,Kuwait,1995-01-01,35-54 years,female,1.56
14799,Latvia,1995-01-01,5-14 years,male,1.56
27780,Uzbekistan,2011-01-01,55-74 years,female,1.56
1251,Armenia,2016-01-01,25-34 years,male,1.56
14441,Kuwait,2011-01-01,55-74 years,male,1.56
18488,Panama,2009-01-01,55-74 years,female,1.56
10278,Greece,2006-01-01,35-54 years,female,1.56
23375,South Africa,2003-01-01,25-34 years,male,1.56
6196,Costa Rica,2000-01-01,55-74 years,female,1.56
5356,Chile,1992-01-01,55-74 years,female,1.56
26437,United Arab Emirates,2007-01-01,55-74 years,male,1.56
26159,Ukraine,1994-01-01,5-14 years,male,1.55
14209,Kuwait,1987-01-01,35-54 years,male,1.55
18550,Panama,2014-01-01,75+ years,female,1.55
6423,Croatia,1999-01-01,5-14 years,male,1.55
9702,Georgia,2015-01-01,35-54 years,female,1.55
10824,Guatemala,1996-01-01,15-24 years,female,1.55
27770,Uzbekistan,2010-01-01,75+ years,female,1.55
20181,Qatar,2012-01-01,55-74 years,male,1.55
10246,Greece,2003-01-01,55-74 years,female,1.55
5055,Canada,1996-01-01,5-14 years,male,1.55
18806,Paraguay,2008-01-01,25-34 years,female,1.55
27804,Uzbekistan,2013-01-01,55-74 years,female,1.55
26399,Ukraine,2015-01-01,5-14 years,male,1.55
19990,Puerto Rico,2010-01-01,75+ years,female,1.55
16880,Mexico,2011-01-01,35-54 years,female,1.55
8517,Estonia,2008-01-01,5-14 years,male,1.55
25648,Turkey,2010-01-01,15-24 years,female,1.55
12800,Italy,1986-01-01,15-24 years,female,1.55
4766,Bulgaria,2003-01-01,5-14 years,female,1.55
19912,Puerto Rico,2004-01-01,35-54 years,female,1.54
2176,Azerbaijan,1990-01-01,55-74 years,female,1.54
14433,Kuwait,2011-01-01,15-24 years,male,1.54
6834,Cuba,2009-01-01,15-24 years,female,1.54
13265,Jamaica,2001-01-01,55-74 years,male,1.54
20818,Romania,2007-01-01,15-24 years,female,1.54
1202,Armenia,2012-01-01,25-34 years,female,1.54
18540,Panama,2014-01-01,15-24 years,female,1.54
20813,Romania,2006-01-01,5-14 years,male,1.54
1188,Armenia,2011-01-01,15-24 years,female,1.54
26405,United Arab Emirates,2005-01-01,15-24 years,male,1.54
19540,Portugal,2000-01-01,35-54 years,female,1.54
23024,Slovakia,2014-01-01,15-24 years,female,1.53
14409,Kuwait,2009-01-01,15-24 years,male,1.53
12968,Italy,2000-01-01,15-24 years,female,1.53
23339,South Africa,2000-01-01,25-34 years,male,1.53
19488,Portugal,1996-01-01,15-24 years,female,1.53
12512,Israel,1993-01-01,15-24 years,female,1.53
8937,Finland,2003-01-01,5-14 years,male,1.53
10084,Greece,1990-01-01,25-34 years,female,1.53
16808,Mexico,2005-01-01,35-54 years,female,1.53
5846,Colombia,2002-01-01,5-14 years,female,1.53
25672,Turkey,2012-01-01,15-24 years,female,1.53
10254,Greece,2004-01-01,35-54 years,female,1.53
20741,Romania,2000-01-01,5-14 years,male,1.53
12992,Italy,2002-01-01,15-24 years,female,1.53
6352,Costa Rica,2013-01-01,55-74 years,female,1.53
13112,Italy,2012-01-01,15-24 years,female,1.53
18950,Philippines,2000-01-01,25-34 years,female,1.53
62,Albania,1994-01-01,25-34 years,female,1.53
3291,Belarus,1998-01-01,5-14 years,male,1.52
17828,Nicaragua,2012-01-01,55-74 years,female,1.52
16772,Mexico,2002-01-01,35-54 years,female,1.52
25366,Trinidad and Tobago,1989-01-01,5-14 years,female,1.52
23055,Slovenia,1996-01-01,5-14 years,male,1.52
23010,Slovakia,2012-01-01,75+ years,female,1.52
2304,Azerbaijan,2001-01-01,35-54 years,female,1.52
14314,Kuwait,2001-01-01,25-34 years,female,1.52
7728,Ecuador,1987-01-01,75+ years,female,1.52
18814,Paraguay,2008-01-01,75+ years,female,1.52
16758,Mexico,2001-01-01,25-34 years,female,1.52
7869,Ecuador,1999-01-01,5-14 years,male,1.52
14727,Kyrgyzstan,2010-01-01,5-14 years,male,1.52
14715,Kyrgyzstan,2009-01-01,5-14 years,male,1.51
20030,Puerto Rico,2014-01-01,25-34 years,female,1.51
18866,Paraguay,2013-01-01,25-34 years,female,1.51
25414,Trinidad and Tobago,1993-01-01,5-14 years,female,1.51
10860,Guatemala,1999-01-01,15-24 years,female,1.51
8594,Estonia,2015-01-01,15-24 years,female,1.51
136,Albania,2000-01-01,35-54 years,female,1.51
11162,Guyana,1996-01-01,25-34 years,female,1.51
14774,Kyrgyzstan,2014-01-01,5-14 years,female,1.51
23449,South Africa,2009-01-01,35-54 years,male,1.51
21231,Russian Federation,2013-01-01,5-14 years,male,1.51
18368,Panama,1999-01-01,55-74 years,female,1.51
20837,Romania,2008-01-01,5-14 years,male,1.51
27782,Uzbekistan,2011-01-01,75+ years,female,1.51
13308,Jamaica,2005-01-01,35-54 years,female,1.51
25704,Turkey,2014-01-01,55-74 years,female,1.51
23708,Spain,2000-01-01,15-24 years,female,1.51
17527,New Zealand,1991-01-01,5-14 years,male,1.51
4814,Bulgaria,2007-01-01,5-14 years,female,1.51
17935,Norway,1991-01-01,5-14 years,male,1.5
22406,Singapore,1985-01-01,5-14 years,female,1.5
38,Albania,1992-01-01,25-34 years,female,1.5
26000,Turkmenistan,2010-01-01,35-54 years,female,1.5
5674,Colombia,1988-01-01,25-34 years,female,1.5
8014,Ecuador,2011-01-01,55-74 years,female,1.5
6536,Croatia,2009-01-01,15-24 years,female,1.5
27707,Uzbekistan,2002-01-01,5-14 years,male,1.5
17539,New Zealand,1992-01-01,5-14 years,male,1.5
18388,Panama,2001-01-01,35-54 years,female,1.5
2293,Azerbaijan,2000-01-01,35-54 years,male,1.5
7989,Ecuador,2009-01-01,5-14 years,male,1.5
16710,Mexico,1997-01-01,25-34 years,female,1.5
21219,Russian Federation,2012-01-01,5-14 years,male,1.49
18439,Panama,2005-01-01,5-14 years,male,1.49
13100,Italy,2011-01-01,15-24 years,female,1.49
5372,Chile,1994-01-01,15-24 years,female,1.49
7976,Ecuador,2008-01-01,5-14 years,female,1.49
1036,Armenia,1996-01-01,35-54 years,female,1.49
2289,Azerbaijan,2000-01-01,15-24 years,male,1.49
27299,Uruguay,1993-01-01,5-14 years,male,1.49
2727,Bahrain,2001-01-01,5-14 years,male,1.49
14208,Kuwait,1987-01-01,35-54 years,female,1.49
17923,Norway,1990-01-01,5-14 years,male,1.49
23445,South Africa,2009-01-01,15-24 years,male,1.49
23768,Spain,2005-01-01,15-24 years,female,1.49
15074,Lithuania,1997-01-01,5-14 years,female,1.49
5848,Colombia,2002-01-01,55-74 years,female,1.49
25463,Trinidad and Tobago,1997-01-01,5-14 years,male,1.49
18567,Paraguay,1985-01-01,25-34 years,male,1.49
23852,Spain,2012-01-01,15-24 years,female,1.49
23469,South Africa,2011-01-01,15-24 years,male,1.49
17814,Nicaragua,2011-01-01,5-14 years,female,1.49
17947,Norway,1992-01-01,5-14 years,male,1.49
10708,Guatemala,1986-01-01,35-54 years,female,1.48
27222,Uruguay,1985-01-01,25-34 years,female,1.48
25450,Trinidad and Tobago,1996-01-01,5-14 years,female,1.48
7726,Ecuador,1987-01-01,55-74 years,female,1.48
23684,Spain,1998-01-01,15-24 years,female,1.48
18774,Paraguay,2005-01-01,5-14 years,female,1.48
27335,Uruguay,1996-01-01,5-14 years,male,1.48
23430,South Africa,2007-01-01,75+ years,female,1.48
5896,Colombia,2006-01-01,55-74 years,female,1.48
18883,Paraguay,2014-01-01,5-14 years,male,1.48
19982,Puerto Rico,2010-01-01,25-34 years,female,1.48
2724,Bahrain,2001-01-01,35-54 years,female,1.47
17830,Nicaragua,2012-01-01,75+ years,female,1.47
26207,Ukraine,1998-01-01,5-14 years,male,1.47
6364,Costa Rica,2014-01-01,55-74 years,female,1.47
19668,Portugal,2014-01-01,15-24 years,female,1.47
14416,Kuwait,2009-01-01,55-74 years,female,1.47
5724,Colombia,1992-01-01,35-54 years,female,1.47
8600,Estonia,2015-01-01,5-14 years,female,1.47
14182,Kuwait,1985-01-01,25-34 years,female,1.47
8254,El Salvador,2006-01-01,55-74 years,female,1.47
18434,Panama,2005-01-01,25-34 years,female,1.47
223,Albania,2007-01-01,5-14 years,male,1.47
10288,Greece,2007-01-01,25-34 years,female,1.47
188,Albania,2004-01-01,55-74 years,female,1.47
16760,Mexico,2001-01-01,35-54 years,female,1.47
8577,Estonia,2013-01-01,5-14 years,male,1.47
23930,Sri Lanka,1996-01-01,5-14 years,female,1.47
835,Argentina,2005-01-01,5-14 years,male,1.47
2208,Azerbaijan,1993-01-01,35-54 years,female,1.47
6267,Costa Rica,2006-01-01,5-14 years,male,1.47
15034,Latvia,2015-01-01,25-34 years,female,1.47
18451,Panama,2006-01-01,5-14 years,male,1.47
4767,Bulgaria,2003-01-01,5-14 years,male,1.47
18859,Paraguay,2012-01-01,5-14 years,male,1.47
10308,Greece,2008-01-01,75+ years,female,1.46
27816,Uzbekistan,2014-01-01,55-74 years,female,1.46
10036,Greece,1986-01-01,25-34 years,female,1.46
988,Armenia,1992-01-01,35-54 years,female,1.46
14229,Kuwait,1994-01-01,15-24 years,male,1.46
6000,Colombia,2015-01-01,35-54 years,female,1.46
10276,Greece,2006-01-01,25-34 years,female,1.46
5523,Chile,2006-01-01,5-14 years,male,1.46
1208,Armenia,2012-01-01,55-74 years,female,1.46
5928,Colombia,2009-01-01,35-54 years,female,1.46
13886,Kazakhstan,2002-01-01,5-14 years,female,1.46
23345,South Africa,2000-01-01,55-74 years,male,1.46
14435,Kuwait,2011-01-01,25-34 years,male,1.46
5826,Colombia,2000-01-01,75+ years,female,1.46
16800,Mexico,2004-01-01,55-74 years,female,1.46
18986,Philippines,2003-01-01,25-34 years,female,1.46
17586,New Zealand,1996-01-01,5-14 years,female,1.46
6156,Costa Rica,1997-01-01,35-54 years,female,1.46
27359,Uruguay,1998-01-01,5-14 years,male,1.46
18652,Paraguay,1995-01-01,35-54 years,female,1.46
19706,Puerto Rico,1987-01-01,25-34 years,female,1.45
3255,Belarus,1995-01-01,5-14 years,male,1.45
8493,Estonia,2006-01-01,5-14 years,male,1.45
27431,Uruguay,2004-01-01,5-14 years,male,1.45
16908,Mexico,2013-01-01,55-74 years,female,1.45
10252,Greece,2004-01-01,25-34 years,female,1.45
25646,Turkey,2009-01-01,75+ years,female,1.45
11054,Guatemala,2015-01-01,25-34 years,female,1.45
5382,Chile,1994-01-01,75+ years,female,1.45
19874,Puerto Rico,2001-01-01,25-34 years,female,1.45
2279,Azerbaijan,1999-01-01,25-34 years,male,1.45
19034,Philippines,2009-01-01,25-34 years,female,1.45
8582,Estonia,2014-01-01,15-24 years,female,1.45
20873,Romania,2011-01-01,5-14 years,male,1.45
18728,Paraguay,2001-01-01,55-74 years,female,1.45
5832,Colombia,2001-01-01,35-54 years,female,1.45
19704,Puerto Rico,1987-01-01,15-24 years,female,1.45
19790,Puerto Rico,1994-01-01,25-34 years,female,1.45
21207,Russian Federation,2011-01-01,5-14 years,male,1.45
16818,Mexico,2006-01-01,25-34 years,female,1.44
23365,South Africa,2002-01-01,35-54 years,male,1.44
18475,Panama,2008-01-01,5-14 years,male,1.44
19778,Puerto Rico,1993-01-01,25-34 years,female,1.44
12390,Ireland,2012-01-01,75+ years,female,1.44
13874,Kazakhstan,2001-01-01,5-14 years,female,1.44
14340,Kuwait,2003-01-01,35-54 years,female,1.44
5694,Colombia,1989-01-01,75+ years,female,1.44
23720,Spain,2001-01-01,15-24 years,female,1.44
18972,Philippines,2002-01-01,15-24 years,female,1.44
19560,Portugal,2002-01-01,15-24 years,female,1.44
8324,El Salvador,2012-01-01,5-14 years,female,1.44
14242,Kuwait,1995-01-01,25-34 years,female,1.44
25692,Turkey,2013-01-01,55-74 years,female,1.44
10924,Guatemala,2004-01-01,35-54 years,female,1.44
19514,Portugal,1998-01-01,25-34 years,female,1.44
19060,Philippines,2011-01-01,35-54 years,female,1.44
20524,Republic of Korea,2009-01-01,5-14 years,female,1.44
10706,Guatemala,1986-01-01,25-34 years,female,1.44
26075,Ukraine,1987-01-01,5-14 years,male,1.44
16698,Mexico,1996-01-01,25-34 years,female,1.43
3615,Belgium,1999-01-01,5-14 years,male,1.43
15291,Lithuania,2015-01-01,5-14 years,male,1.43
18897,Philippines,1992-01-01,55-74 years,male,1.43
19644,Portugal,2012-01-01,15-24 years,female,1.43
23405,South Africa,2005-01-01,55-74 years,male,1.43
9486,Georgia,1994-01-01,35-54 years,female,1.43
19046,Philippines,2010-01-01,25-34 years,female,1.43
1082,Armenia,2000-01-01,25-34 years,female,1.43
5904,Colombia,2007-01-01,35-54 years,female,1.43
25476,Trinidad and Tobago,1998-01-01,55-74 years,female,1.43
8716,Fiji,2011-01-01,25-34 years,female,1.43
24003,Sri Lanka,2002-01-01,5-14 years,male,1.43
5079,Canada,1998-01-01,5-14 years,male,1.43
15051,Lithuania,1995-01-01,5-14 years,male,1.43
6220,Costa Rica,2002-01-01,55-74 years,female,1.43
24014,Sri Lanka,2003-01-01,5-14 years,female,1.42
22995,Slovakia,2010-01-01,5-14 years,male,1.42
1000,Armenia,1993-01-01,35-54 years,female,1.42
1216,Armenia,2013-01-01,35-54 years,female,1.42
5872,Colombia,2004-01-01,55-74 years,female,1.42
11640,Hungary,2014-01-01,15-24 years,female,1.42
7896,Ecuador,2001-01-01,75+ years,female,1.42
1236,Armenia,2015-01-01,15-24 years,female,1.42
5487,Chile,2003-01-01,5-14 years,male,1.42
2194,Azerbaijan,1992-01-01,25-34 years,female,1.42
17575,New Zealand,1995-01-01,5-14 years,male,1.42
14974,Latvia,2010-01-01,25-34 years,female,1.41
17610,New Zealand,1998-01-01,5-14 years,female,1.41
13076,Italy,2009-01-01,15-24 years,female,1.41
15279,Lithuania,2014-01-01,5-14 years,male,1.41
17815,Nicaragua,2011-01-01,5-14 years,male,1.41
13028,Italy,2005-01-01,15-24 years,female,1.41
16,Albania,1988-01-01,35-54 years,female,1.41
5952,Colombia,2011-01-01,35-54 years,female,1.41
10144,Greece,1995-01-01,25-34 years,female,1.41
23385,South Africa,2004-01-01,15-24 years,male,1.41
12824,Italy,1988-01-01,15-24 years,female,1.41
12414,Ireland,2014-01-01,75+ years,female,1.41
1445,Australia,1986-01-01,5-14 years,male,1.41
8216,El Salvador,2003-01-01,5-14 years,female,1.41
8220,El Salvador,2003-01-01,75+ years,female,1.41
5698,Colombia,1990-01-01,25-34 years,female,1.41
9498,Georgia,1995-01-01,35-54 years,female,1.41
18482,Panama,2009-01-01,25-34 years,female,1.41
18664,Paraguay,1996-01-01,35-54 years,female,1.41
26469,United Arab Emirates,2010-01-01,35-54 years,male,1.41
20914,Romania,2015-01-01,15-24 years,female,1.41
9508,Georgia,1996-01-01,25-34 years,female,1.41
5535,Chile,2007-01-01,5-14 years,male,1.4
19040,Philippines,2009-01-01,55-74 years,female,1.4
8601,Estonia,2015-01-01,5-14 years,male,1.4
6010,Costa Rica,1985-01-01,25-34 years,female,1.4
6006,Colombia,2015-01-01,75+ years,female,1.4
4892,Bulgaria,2014-01-01,15-24 years,female,1.4
4755,Bulgaria,2002-01-01,5-14 years,male,1.4
6986,Cyprus,2007-01-01,55-74 years,female,1.4
5916,Colombia,2008-01-01,35-54 years,female,1.4
12884,Italy,1993-01-01,15-24 years,female,1.4
18316,Panama,1989-01-01,35-54 years,female,1.4
19243,Poland,2006-01-01,5-14 years,male,1.4
19980,Puerto Rico,2010-01-01,15-24 years,female,1.4
9591,Georgia,2005-01-01,15-24 years,male,1.4
4719,Bulgaria,1999-01-01,5-14 years,male,1.4
7088,Cyprus,2016-01-01,25-34 years,female,1.4
17742,New Zealand,2009-01-01,5-14 years,female,1.4
27719,Uzbekistan,2003-01-01,5-14 years,male,1.4
18584,Paraguay,1986-01-01,55-74 years,female,1.4
8038,Ecuador,2013-01-01,55-74 years,female,1.39
8468,Estonia,2004-01-01,5-14 years,female,1.39
5968,Colombia,2012-01-01,55-74 years,female,1.39
6012,Costa Rica,1985-01-01,35-54 years,female,1.39
6901,Cuba,2014-01-01,5-14 years,male,1.39
4694,Bulgaria,1997-01-01,5-14 years,female,1.39
16576,Mexico,1986-01-01,15-24 years,female,1.39
10262,Greece,2005-01-01,15-24 years,female,1.39
13040,Italy,2006-01-01,15-24 years,female,1.39
8481,Estonia,2005-01-01,5-14 years,male,1.39
2320,Azerbaijan,2002-01-01,55-74 years,female,1.39
26303,Ukraine,2006-01-01,5-14 years,male,1.39
7916,Ecuador,2003-01-01,5-14 years,female,1.39
18998,Philippines,2006-01-01,25-34 years,female,1.39
25686,Turkey,2013-01-01,25-34 years,female,1.38
19608,Portugal,2009-01-01,15-24 years,female,1.38
27768,Uzbekistan,2010-01-01,55-74 years,female,1.38
14030,Kazakhstan,2014-01-01,5-14 years,female,1.38
1232,Armenia,2014-01-01,55-74 years,female,1.38
21170,Russian Federation,2008-01-01,5-14 years,female,1.38
10312,Greece,2009-01-01,25-34 years,female,1.38
1100,Armenia,2001-01-01,55-74 years,female,1.38
14400,Kuwait,2008-01-01,35-54 years,female,1.38
4858,Bulgaria,2011-01-01,25-34 years,female,1.38
22112,Serbia,2010-01-01,15-24 years,female,1.38
22538,Singapore,1996-01-01,5-14 years,female,1.38
10730,Guatemala,1988-01-01,25-34 years,female,1.38
5103,Canada,2000-01-01,5-14 years,male,1.38
15267,Lithuania,2013-01-01,5-14 years,male,1.38
16722,Mexico,1998-01-01,25-34 years,female,1.38
23206,Slovenia,2009-01-01,25-34 years,female,1.37
6232,Costa Rica,2003-01-01,55-74 years,female,1.37
23406,South Africa,2005-01-01,75+ years,female,1.37
11515,Hungary,2003-01-01,5-14 years,male,1.37
6579,Croatia,2012-01-01,5-14 years,male,1.37
5571,Chile,2010-01-01,5-14 years,male,1.37
18547,Panama,2014-01-01,5-14 years,male,1.37
1088,Armenia,2000-01-01,55-74 years,female,1.37
16896,Mexico,2012-01-01,55-74 years,female,1.37
5752,Colombia,1994-01-01,55-74 years,female,1.37
